,id,name,kor_name,description,kor_description,citation_uri,positive_examples,child_ids,restrictions
52,/m/01b_21,Cough,기침,"A sudden and often repetitively occurring reflex which consists of an inhalation, a forced exhalation against a closed glottis, and a violent release of air following opening of the glottis.","갑작스럽고 반복적으로 발생하는 반사작용으로, 들숨, 닫힌 성대의 입구(성문)에 대한 날숨, 성문 개방에 따른 격렬한 공기 방출이 포함된다.",http://en.wikipedia.org/wiki/Cough,"['youtu.be/c-yI09r8D5w?start=70&end=80', 'youtu.be/NIzPRH3ko6s?start=50&end=60', 'youtu.be/WkaNCu_1l68?start=10&end=20', 'youtu.be/vA_AIILl76w?start=20&end=30']",['/m/0dl9sf8'],[]
53,/m/0dl9sf8,Throat clearing,헛기침,"Forced exhalation through a partially-closed glottis to disrupt built-up mucus, or used as a social signal to draw attention to one's presence.",부분적으로 닫힌 성대의 입구(성문)을 통해 억지로 숨을 내쉬면서 점액이 쌓이지 않도록 만드는 소리. 혹은 다른 사람에게 관심을 끌기 위한 사회적 신호로 사용된다.,,['youtu.be/D40HPmkVjEU?start=30&end=40'],[],[]
54,/m/01hsr_,Sneeze,재채기,"A convulsive expulsion of air from the lungs through the nose and mouth, usually caused by foreign particles irritating the nasal mucous.","코와 입을 통해 폐에서의 경련적인 공기의 방출, 보통 이물질이 비강의 점액을 자극하여 발생한다.",http://en.wikipedia.org/wiki/Sneeze,"['youtu.be/8714J5_siEY?start=40&end=50', 'youtu.be/gyF_tG0M9cM?start=10&end=20', 'youtu.be/qDXFW2kemrE?start=250&end=260', 'youtu.be/StJLcW5FKoI?start=20&end=30']",[],[]
55,/m/07ppn3j,Sniff,킁킁(코),Inhale audibly through the nose.,코로 숨을 크게 들이마시는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=sniff,"['youtu.be/BDrbBzzJ3hg?start=210&end=220', 'youtu.be/MH33LSP9CiI?start=120&end=130', 'youtu.be/-xyTvA1F16M?start=590&end=600']",[],[]
56,/m/0bpl036,Human locomotion,인간의 움직임,Sounds resulting from human body actions involved in changing location.,위치 변경과 관련된 인체 동작에서 발생하는 소리.,,[],"['/m/06h7j', '/m/07qv_x_', '/m/07pbtc8']",['abstract']
57,/m/06h7j,Run,달리기,Move fast by using one's feet.,발을 사용해서 빠르게 움직이는 소리.,http://en.wikipedia.org/wiki/Running,"['youtu.be/F4Rqp8W59rY?start=30&end=40', 'youtu.be/Q_29jnpYobY?start=30&end=40', 'youtu.be/5uXUyEf8bzY?start=30&end=40', 'youtu.be/9TDFjw6eF5M?start=30&end=40', 'youtu.be/3cjFmZe9muo?start=300&end=310', 'youtu.be/_rABcqr2InE?start=250&end=260']",[],[]
58,/m/07qv_x_,Shuffle,발을 질질 끌며 걷기,"Walk while dragging the feet, often indicating impaired mobility.","발을 질질 끌면서 걷는 소리, 종종 거동이 불편함을 나타낸다.",http://wordnetweb.princeton.edu/perl/webwn?s=shuffle,"['youtu.be/SJRNlFrlL6I?start=1&end=11', 'youtu.be/u-xy9MsPuAI?start=7&end=17']",[],[]
59,/m/07pbtc8,"Walk, footsteps",발소리,The sound of feet or shoes contacting the ground in conventional human locomotion.,인간이 이동하며 발이나 신발이 땅에 닿는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=walk,"['youtu.be/Dl_-9HuKqD0?start=220&end=230', 'youtu.be/ulYCw2ZEiz4?start=50&end=60', 'youtu.be/0qes0wPqdEs?start=30&end=40', 'youtu.be/XYm5hJfJaFo?start=80&end=90', 'youtu.be/DBRvVR2KHeg?start=230&end=240', 'youtu.be/V851WPfpbwA?start=230&end=240', 'youtu.be/Ix5uPjC1gHI?start=70&end=80', 'youtu.be/2Z4THg6VA1A?start=10&end=20']",[],[]
60,/m/0160x5,Digestive,소화,Sounds associated with the human function of eating and processing nutrition (food).,영양(식품)을 섭취하고 처리하는 인간의 기능과 관련된 소리.,,[],"['/m/03cczk', '/m/07pdhp0', '/m/0939n_', '/m/01g90h', '/m/03q5_w', '/m/02p3nc', '/m/02_nn']",['abstract']
61,/m/03cczk,"Chewing, mastication",씹기,Food being crushed and ground by teeth.,음식물이 이빨로 으깨지고 갈리는 소리.,http://en.wikipedia.org/wiki/Mastication,"['youtu.be/EBnrA85wsc4?start=530&end=540', 'youtu.be/EkCIh67xI_w?start=30&end=40', 'youtu.be/fCQMflXjGU8?start=460&end=470', 'youtu.be/A7MnWIjUVw8?start=40&end=50', 'youtu.be/q2m5ChTEe4k?start=450&end=460', 'youtu.be/mE092i7zPqY?start=19&end=29', 'youtu.be/G3it26Z8E8U?start=30&end=40', 'youtu.be/5xAEW3g6en8?start=100&end=110']",[],[]
62,/m/07pdhp0,Biting,물기,Gripping or chewing off with the teeth and jaws.,치아와 턱으로 움켜 쥐거나 씹는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=biting,"['youtu.be/XMGG2w26ea4?start=30&end=40', 'youtu.be/BH4UwESvYw8?start=160&end=170', 'youtu.be/X8ulg-9etoU?start=80&end=90']",[],[]
63,/m/0939n_,Gargling,가글,Air from the lungs bubbling through a liquid in the mouth.,폐의 공기로 입안의 액체를 통해 거품을 내는 소리.,http://en.wikipedia.org/wiki/Gargling,"['youtu.be/Dz8filbrC98?start=60&end=70', 'youtu.be/e8saB9V1UXo?start=70&end=80', 'youtu.be/SVSjNao4ZFQ?start=80&end=90', 'youtu.be/Rk6O2IWjwFg?start=520&end=530', 'youtu.be/ACNcxeQ-Rns?start=20&end=30', 'youtu.be/bQR7moK_WZg?start=30&end=40', 'youtu.be/QS--7Slaacc?start=30&end=40', 'youtu.be/AbNB97ANUDA?start=30&end=40']",[],[]
64,/m/01g90h,Stomach rumble,꼬르륵,"A rumbling, growling or gurgling noise produced by movement of the contents of the gastro-intestinal tract.","위장관 내용물의 움직임에 의해 발생하는 우르릉거리는 소리, 으르렁거리는 소리 또는 콸콸거리는 소리.",http://en.wikipedia.org/wiki/Stomach_rumble,"['youtu.be/Gq9nl91baGg?start=110&end=120', 'youtu.be/kCXc7_Xie2s?start=12&end=22']",[],[]
65,/m/03q5_w,"Burping, eructation",트림,The release of gas from the digestive tract through the mouth.,입으로 소화관의 가스를 방출하는 소리.,http://en.wikipedia.org/wiki/Burping,"['youtu.be/IsnR6Ck3j44?start=160&end=170', 'youtu.be/uhOh3x9I6bw?start=20&end=30', 'youtu.be/cQAiS0dk8Zc?start=130&end=140', 'youtu.be/1WI9921OeRc?start=570&end=580', 'youtu.be/N_ggss-wQmQ?start=40&end=50', 'youtu.be/Xo6WBR_cFXQ?start=80&end=90']",[],[]
66,/m/02p3nc,Hiccup,딸꾹질,"A strong, involuntary contraction of the diaphragm that may repeat several times per minute.",분당 여러 번 반복 될 수있는 횡경막의 강하고 비자발적인 수축에서 발생하는 소리.,http://en.wikipedia.org/wiki/Hiccup,"['youtu.be/m8yH5TLD1oQ?start=190&end=200', 'youtu.be/g1mJnZVGQkk?start=30&end=40', 'youtu.be/JQ2XH_Ci_tk?start=80&end=90', 'youtu.be/7gdSJ30FfNU?start=460&end=470']",[],[]
67,/m/02_nn,Fart,방귀,The release of gasses produced by digestion through the anus; flatulence.,소화에 의해 생성된 가스의 항문을 통한 방출. 부글거리는 소리.,http://en.wikipedia.org/wiki/Fart,"['youtu.be/xOkFu3ahJAs?start=50&end=60', 'youtu.be/O9kJ6tBGGR0?start=70&end=80', 'youtu.be/qtLaibhO5hI?start=30&end=40']",[],[]
68,/m/0k65p,Hands,손,Sounds originating primarily from the hands and fingers of humans.,주로 인간의 손과 손가락에서 나는 소리.,,"['youtu.be/tHASgPEwR_4?start=60&end=70', 'youtu.be/s9ODY2HdI7g?start=30&end=40', 'youtu.be/qPsooNWBc90?start=40&end=50', 'youtu.be/S-n7Rkg32tE?start=230&end=240', 'youtu.be/nGmhfmCVnnc?start=30&end=40', 'youtu.be/PU-4TfhBjrA?start=60&end=70', 'youtu.be/cJAm1VXhvGA?start=150&end=160', 'youtu.be/KSOxq1eovtw?start=30&end=40']","['/m/025_jnm', '/m/0l15bq']",[]
69,/m/025_jnm,Finger snapping,손가락 스냅,A snapping or clicking sound usually caused by building tension between the thumb and another finger and then moving the other finger forcefully downward to hits the palm at high speed.,엄지손가락과 다른 손가락 사이에 장력이 생긴 다음 다른 손가락을 힘껏 아래로 움직여 빠른 속도로 손바닥을 때리는 똑딱거리는 소리.,http://en.wikipedia.org/wiki/Finger_snapping,"['youtu.be/Q6hIvsdfCF8?start=10&end=20', 'youtu.be/p42W37beu88?start=90&end=100', 'youtu.be/vxrM-HU9ITQ?start=30&end=40', 'youtu.be/UPJl7MtJwhw?start=30&end=40', 'youtu.be/p6VIZQAV5PQ?start=30&end=40', 'youtu.be/lmSmwPsWvII?start=83&end=93', 'youtu.be/JwWoO-dafDc?start=190&end=200']",[],[]
70,/m/0l15bq,Clapping,박수,"A percussive sound made by a human striking together the palms of their two hands, often quickly and repeatedly to express appreciation or approval. This category is to be used for distinct claps by a single person; for a group of people clapping together, use Applause.",두 손바닥을 맞부딪치는 사람이 내는 타악적인 소리. 감사나 찬성을 표현하기 위해 종종 빠르고 반복적으로 발생한다. 이 '박수' 카테고리는 한 사람이 서로 다른 박수를 칠 때 사용한다. 함께 박수를 치는 소리는에는 '박수 갈채' 카테고리를 사용하십시오.,http://en.wikipedia.org/wiki/Clapping,"['youtu.be/ATHjFAM3ehk?start=80&end=90', 'youtu.be/TCI_qydc554?start=20&end=30', 'youtu.be/8byxt0IjVcQ?start=30&end=40', 'youtu.be/0aSF6X4-Ksg?start=50&end=60', 'youtu.be/-FRGpQEpEWM?start=30&end=40', 'youtu.be/ikdaGO5jUYU?start=80&end=90']",[],[]
71,/m/01jg02,"Heart sounds, heartbeat",심장 박동,Noises generated by the beating heart and the resultant flow of blood through it.,뛰는 심장과 그에 따른 혈액 흐름으로 인해 발생하는 소리.,http://en.wikipedia.org/wiki/Heart_sounds,"['youtu.be/40YB3ROwAbE?start=30&end=40', 'youtu.be/g9IEEN6Zm8E?start=100&end=110', 'youtu.be/sbcqHphoMDA?start=100&end=110']",['/m/01jg1z'],[]
72,/m/01jg1z,Heart murmur,심장 이상음,"Heart sounds produced by abnormal blood flow across one of the heart valves, typically detected by a stethoscope.",심장 판막 중 하나를 가로지르는 비정상적인 혈류로 인한 심장 소리. 일반적으로 청진기에 의해 감지된다.,http://en.wikipedia.org/wiki/Heart_murmur,['youtu.be/m_QTr-0Y_Ek?start=110&end=120'],[],['blacklist']
73,/m/04xp5v,Otoacoustic emission,귀음향방사,"A sound generated within the inner ear, generally understood to result from positive feedback in the highly-sensitive ear mechanism.","내이에서 발생하는 소리이며, 일반적으로 매우 민감한 귀 메커니즘의 긍정적인 피드백에서 비롯된다.",http://en.wikipedia.org/wiki/Otoacoustic_emission,[],['/m/0pv6y'],['blacklist']
74,/m/0pv6y,"Tinnitus, ringing in the ears",이명,"A sound perceived when no external sound is present, often described as ringing, usually related to short-term trauma or longer-lasting damage to the ear.","외부 소리가 없을 때 감지되는 소리이며, 대개 단기 외상이나 귀의 장기 손상과 관련이 있는 것으로 설명된다.",http://en.wikipedia.org/wiki/Tinnitus,"['youtu.be/4XBH8x2mcZk?start=60&end=70', 'youtu.be/8WFmDgu2Z9Y?start=10&end=20', 'youtu.be/ZEHdCaVwtvs?start=270&end=280', 'youtu.be/eCWPT9pS7so?start=40&end=50', 'youtu.be/OE5fIoveLoM?start=30&end=40']",[],['blacklist']
75,/t/dd00012,Human group actions,인간 그룹 행동,Sounds produced by groups of humans rather than individuals.,개인이 아닌 인간 집단에 의해 만들어지는 소리.,,[],"['/m/0l15bq', '/m/053hz1', '/m/028ght', '/m/07rkbfh', '/m/03qtwd', '/m/07qfr4h', '/m/04v5dt', '/t/dd00013', '/t/dd00135']",['abstract']
76,/m/053hz1,Cheering,환호,"Encouraging, stimulating, or exciting vocalizations indicating approval or welcoming persons, announcements, etc.","찬성 또는 다른 사람을 환영하거나 발표 등을 나타내는 장려, 자극 또는 흥미진진한 발성.",http://en.wikipedia.org/wiki/Cheering,"['youtu.be/YtItqbSzKBs?start=190&end=200', 'youtu.be/7yntRBheP3M?start=30&end=40', 'youtu.be/rJ20qPKtLnU?start=70&end=80', 'youtu.be/Sdl9uYLySyU?start=30&end=40', 'youtu.be/OqpuMxjAYTs?start=180&end=190', 'youtu.be/oxBsRnUc_6U?start=250&end=260', 'youtu.be/4ul8uXkumZM?start=40&end=50']",[],[]
77,/m/028ght,Applause,박수 갈채,Group expression of approval by the collective act of clapping by a group.,그룹에 의한 박수 소리. 승인을 나타내는 그룹의 표현.,http://en.wikipedia.org/wiki/Applause,"['youtu.be/lAD74Ey6bL4?start=510&end=520', 'youtu.be/7WSH77zPigA?start=30&end=40', 'youtu.be/kqzL3xznfiU?start=350&end=360', 'youtu.be/0-ygGIzPk6Y?start=30&end=40', 'youtu.be/Uzj6a_Btyqs?start=450&end=460', 'youtu.be/e1gdVg7DcV4?start=360&end=370', 'youtu.be/Rb2L0PmwcvA?start=420&end=430', 'youtu.be/ep3rfNAyXGs?start=40&end=50']",[],[]
78,/m/07rkbfh,Chatter,재잘거림,The combined sound of casual speech by many people in individual simultaneous conversations.,개별적이고 동시적인 대화에서 많은 사람들이 말하는 소리가 합쳐진 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=chatter,"['youtu.be/XXsfmD0Bss0?start=400&end=410', 'youtu.be/NyEcj25jlSY?start=40&end=50', 'youtu.be/Fvbyp4w6EaM?start=220&end=230', 'youtu.be/3YCmyruGOK8?start=140&end=150', 'youtu.be/VmPeBqOwI-Y?start=140&end=150']",[],[]
79,/m/03qtwd,Crowd,군중,The sound of a large group of people gathered together.,많은 사람들이 함께 모인 소리.,http://en.wikipedia.org/wiki/Crowd,"['youtu.be/kUKWkSKQEJY?start=310&end=320', 'youtu.be/V5PKN1kIPh8?start=120&end=130', 'youtu.be/xGPtos-dfDU?start=360&end=370', 'youtu.be/qlsptFT16nA?start=350&end=360']",[],[]
80,/m/07qfr4h,"Hubbub, speech noise, speech babble",웅성웅성,"Loud, disordered, unintelligible speech noise from many sources.","많은 사람들에 의한 크고, 혼란스럽고, 알아들을 수 없는 말소리.",http://wordnetweb.princeton.edu/perl/webwn?s=hubbub,"['youtu.be/7kw_my9mSSY?start=30&end=40', 'youtu.be/9heeSXrNtXY?start=60&end=70', 'youtu.be/_frFEY2PG-8?start=140&end=150', 'youtu.be/WIKHKccnhCg?start=190&end=200', 'youtu.be/DTmnaeDISTY?start=20&end=30', 'youtu.be/4Csr25pn41Q?start=30&end=40', 'youtu.be/ca5yYSLOcpY?start=10&end=20']",[],[]
81,/m/04v5dt,Booing,야유,"Vocal display of displeasure for someone or something, generally an entertainer, by loudly yelling ""boo!"" or making other noises of disparagement.","""우! (boo!)""라고 크게 외치거나 다른 사람을 폄하하는 소리를 내면서 누군가, 혹은 일반적으로 연예인을 불쾌하게 하는 목소리 표현.",http://en.wikipedia.org/wiki/Booing,"['youtu.be/-Cz0muXWdeU?start=310&end=320', 'youtu.be/X6xMdMyx4Q8?start=190&end=200', 'youtu.be/07ckQxmU9KM?start=23&end=33']",[],[]
82,/t/dd00013,Children playing,아이들 노는 소리,"The sound of children at play, including any of vocalization or the sounds of their activities.",발성 또는 활동의 소리를 포함하는 어린 아이들의 소리.,,"['youtu.be/oxj5zL56UNQ?start=400&end=410', 'youtu.be/MkLjgMq-XWo?start=20&end=30', 'youtu.be/H867X9MA2x4?start=130&end=140', 'youtu.be/SjkBir6CfV8?start=20&end=30', 'youtu.be/sQDMqzfpd-Q?start=10&end=20']",[],[]
83,/m/0jbk,Animal,동물,All sound produced by the bodies and actions of nonhuman animals.,인간이 아닌 동물의 몸과 행동에 의해 생성된 모든 소리.,,"['youtu.be/kECE3qqOknU?start=240&end=250', 'youtu.be/gDGP5i3GeGM?start=30&end=40', 'youtu.be/Fup9UWyLXjA?start=190&end=200', 'youtu.be/YCJs-dwWEks?start=30&end=40', 'youtu.be/DNfdqCO9P18?start=30&end=40', 'youtu.be/-oRgzBsFneA?start=22&end=32', 'youtu.be/ao4g6YKxso8?start=20&end=30', 'youtu.be/7j1G8xvOlYw?start=15&end=25', 'youtu.be/7nC42YgzxrA?start=120&end=130']","['/m/068hy', '/m/0ch8v', '/m/01280g']",[]
84,/m/068hy,"Domestic animals, pets",애완 동물,"Sounds of animals kept in close proximity to humans for company, protection, and entertainment.","회사, 보호 및 즐거움을 위해 인간과 밀접한 관계를 유지하는 동물들의 소리.",http://en.wikipedia.org/wiki/Pet,"['youtu.be/3SQwwK4JU2I?start=50&end=60', 'youtu.be/Byo0kKnIASM?start=10&end=20', 'youtu.be/3Cu8KEB9C74?start=70&end=80', 'youtu.be/bTLrBsAy-cE?start=30&end=40', 'youtu.be/xwJUplydiuw?start=70&end=80']","['/m/0bt9lr', '/m/01yrx']",[]
85,/m/0bt9lr,Dog,개,"Any sounds coming from the familiar domesticated canid which has been selectively bred over millennia for companionship, protection, as well as for superior sensory capabilities, and other useful behaviors.","길들여진 개과 동물에서 나오는 모든 소리. 친구 관계, 보호, 뛰어난 감각 능력 및 기타 유용한 행동을 위해 수천 년 이상 선택적으로 길러져 왔다.",http://en.wikipedia.org/wiki/Dog,"['youtu.be/2M9XExD5qZc?start=30&end=40', 'youtu.be/x5Z7h8G-tYs?start=30&end=40', 'youtu.be/8UQNzfJX-O8?start=80&end=90', 'youtu.be/1spRiYwd09c?start=70&end=80', 'youtu.be/TsePRLNK3Ho?start=40&end=50', 'youtu.be/7ajTgyQVczE?start=50&end=60', 'youtu.be/azavLi-x9Cw?start=310&end=320']","['/m/05tny_', '/m/07r_k2n', '/m/07qf0zm', '/m/07rc7d9', '/m/0ghcn6', '/t/dd00136', '/m/07srf8z']",[]
86,/m/05tny_,Bark,짖는 소리,"Principal communication sound produced by dogs. Often transliterated as woof, especially for large dogs.",개가 내는 주된 의사소통 소리. 특히 대형견의 경우 종종 우프(woof)로 번역된다.,http://en.wikipedia.org/wiki/Bark_(sound),"['youtu.be/PGfUJCl4M2E?start=80&end=90', 'youtu.be/o-a6xZnOvP4?start=40&end=50', 'youtu.be/G8BSfIQcDI0?start=110&end=120', 'youtu.be/NKfyi7q0JNU?start=20&end=30', 'youtu.be/IYFq35F80hY?start=20&end=30', 'youtu.be/YlgYRxOe7vA?start=170&end=180', 'youtu.be/RVKEE-0WdLM?start=30&end=40', 'youtu.be/CecFyrZB-FM?start=60&end=70']",[],[]
87,/m/07r_k2n,Yip,깽깽(개),"A sharp high-pitched bark or cry, typically from a miniature dog.",일반적으로 작은 미니어처 개에서 나오는 날카로운 고음의 짖는 소리나 울음 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=yip,"['youtu.be/9_5DNgJO-Gs?start=15&end=25', 'youtu.be/-5IoPSM59xM?start=9&end=19']",[],[]
88,/m/07qf0zm,Howl,하울,"The long plaintive cry of a dog, wolf, or other canidae.","개, 늑대 또는 다른 개과의 길고 구슬픈 울음소리.",http://wordnetweb.princeton.edu/perl/webwn?s=howl,"['youtu.be/i0j8eJ97eBg?start=20&end=30', 'youtu.be/ZhgQ8G03Zjw?start=10&end=20', 'youtu.be/UT43tXUgAqk?start=50&end=60', 'youtu.be/TmcPW-sbKUw?start=30&end=40', 'youtu.be/PWiI1jGK8kQ?start=60&end=70', 'youtu.be/5ztulE7OhaA?start=50&end=60', 'youtu.be/-hDuDDv0lbQ?start=30&end=40']",[],[]
89,/m/07rc7d9,Bow-wow,멍멍,Dog communication sound that is more tonal and less abrupt than a classic bark.,전통적인 짖는 소리보다 더 음색적이고 덜 돌발적인 개의 의사소통 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=bow-wow,"['youtu.be/c8T5BXR0Oxo?start=30&end=40', 'youtu.be/2D-Zq-hS5vY?start=30&end=40', 'youtu.be/FtqlvNd8meU?start=230&end=240']",[],[]
90,/m/0ghcn6,Growling,으르렁,"A low, guttural vocalization produced by animals as a warning, a sign of aggression, or to express anger.","경고음, 공격성의 표시 또는 분노를 표현하기 위해 동물들이 내는 낮고 본능적인 발성.",http://en.wikipedia.org/wiki/Growling,"['youtu.be/awGgmjI0oaI?start=19&end=29', 'youtu.be/a9R4pBS_nnM?start=10&end=20', 'youtu.be/goy6XN59IFY?start=490&end=500', 'youtu.be/H-BEdsuYFFw?start=40&end=50', 'youtu.be/YfxejAWkNcY?start=20&end=30', 'youtu.be/kPkat62eHrc?start=10&end=20', 'youtu.be/xdl3MP9X1DM?start=30&end=40']",[],[]
91,/t/dd00136,Whimper (dog),낑낑(개),"Muted dog vocalization indicating submission, fear, or pain.","복종, 두려움 또는 고통을 나타내는 작은 소리의 개 발성.",,"['youtu.be/2VwfCvSyQ2U?start=30&end=40', 'youtu.be/pstdKyySdbQ?start=30&end=40', 'youtu.be/-BL3E3sLc78?start=30&end=40', 'youtu.be/63VwvFLgIak?start=30&end=40']",[],[]
